Name,"Flour, white, all purpose, per lb. (453.6 gm)","Rice, white, long grain, uncooked, per lb. (453.6 gm)","Spaghetti and macaroni, per lb. (453.6 gm)","Bread, white, pan, per lb. (453.6 gm)","Bread, French, per lb. (453.6 gm)","Bread, whole wheat, pan, per lb. (453.6 gm)","Cookies, chocolate chip, per lb. (453.6 gm)","Crackers, soda, salted, per lb. (453.6 gm)","Ground chuck, 100% beef, per lb. (453.6 gm)","Ground beef, 100% beef, per lb. (453.6 gm)","Ground beef, lean and extra lean, per lb. (453.6 gm)","Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm)","Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, USDA Choice, boneless, per lb. (453.6 gm)","Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Rib roast, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm)","Short ribs, any primal source, bone-in, per lb. (453.6 gm)","Beef for stew, boneless, per lb. (453.6 gm)","Steak, round, USDA Choice, boneless, per lb. (453.6 gm)","Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm)","Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)","Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)","Bacon, sliced, per lb. (453.6 gm)","Chops, center cut, bone-in, per lb. (453.6 gm)","Chops, boneless, per lb. (453.6 gm)","Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm)","Ham, boneless, excluding canned, per lb. (453.6 gm)","Ham, canned, 3 or 5 lbs, per lb. (453.6 gm)","Shoulder picnic, bone-in, smoked, per lb. (453.6 gm)","Sausage, fresh, loose, per lb. (453.6 gm)","Frankfurters, all meat or all beef, per lb. (453.6 gm)","Bologna, all beef or mixed, per lb. (453.6 gm)","Lamb and mutton, bone-in, per lb. (453.6 gm)","Chicken, fresh, whole, per lb. (453.6 gm)","Chicken breast, bone-in, per lb. (453.6 gm)","Chicken legs, bone-in, per lb. (453.6 gm)","Turkey, frozen, whole, per lb. (453.6 gm)","Tuna, light, chunk, per lb. (453.6 gm)","Eggs, grade A, large, per doz.","Eggs, grade AA, large, per doz.","Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit)","Milk, fresh, whole, fortified, per gal. (3.8 lit)","Milk, fresh, low fat, per 1/2 gal. (1.9 lit)","Milk, fresh, low fat, per gal. (3.8 lit)","Butter, salted, grade AA, stick, per lb. (453.6 gm)","Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm)","American processed cheese, per lb. (453.6 gm)","Cheddar cheese, natural, per lb. (453.6 gm)","Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit)","Apples, Red Delicious, per lb. (453.6 gm)","Bananas, per lb. (453.6 gm)","Oranges, Navel, per lb. (453.6 gm)","Oranges, Valencia, per lb. (453.6 gm)","Grapefruit, per lb. (453.6 gm)","Lemons, per lb. (453.6 gm)","Pears, Anjou, per lb. (453.6 gm)","Peaches, per lb. (453.6 gm)","Strawberries, dry pint, per 12 oz. (340.2 gm)","Grapes, Thompson Seedless, per lb. (453.6 gm)","Cherries, per lb. (453.6 gm)","Potatoes, white, per lb. (453.6 gm)","Lettuce, iceberg, per lb. (453.6 gm)","Tomatoes, field grown, per lb. (453.6 gm)","Cabbage, per lb. (453.6 gm)","Celery, per lb. (453.6 gm)","Carrots, short trimmed and topped, per lb. (453.6 gm)","Onions, dry yellow, per lb. (453.6 gm)","Peppers, sweet, per lb. (453.6 gm)","Cucumbers, per lb. (453.6 gm)","Broccoli, per lb. (453.6 gm)","Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml)","Apple Sauce, any variety, all sizes, per lb. (453.6 gm)","Peaches, any variety, all sizes, per lb. (453.6 gm)","Potatoes, frozen, French fried, per lb. (453.6 gm)","Corn, canned, any style, all sizes, per lb. (453.6 gm)","Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm)","Beans, dried, any type, all sizes, per lb. (453.6 gm)","Sugar, white, all sizes, per lb. (453.6 gm)","Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm)","Margarine, stick, per lb. (453.6 gm)","Margarine, soft, tubs, per lb. (453.6 gm)","Shortening, vegetable oil blends, per lb. (453.6 gm)","Peanut butter, creamy, all sizes, per lb. (453.6 gm)","Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml)","Cola, nondiet, per 2 liters (67.6 oz)","Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm)","Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm)","Potato chips, per 16 oz.","Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml)","Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz)","Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz)",Fuel oil #2 per gallon (3.785 liters),Utility (piped) gas - 40 therms,Electricity per KWH,Utility (piped) gas - 100 therms,Utility (piped) gas per therm,Electricity per 500 KWH,"Gasoline, leaded regular (cost per gallon/3.8 liters)","Gasoline, unleaded regular, per gallon/3.785 liters","Gasoline, unleaded midgrade, per gallon/3.785 liters","Gasoline, unleaded premium, per gallon/3.785 liters","Automotive diesel fuel, per gallon/3.785 liters","Gasoline, all types, per gallon/3.785 liters","All uncooked ground beef, per lb. (453.6 gm)","All Uncooked Beef Roasts, per lb. (453.6 gm)","All Uncooked Beef Steaks, per lb. (453.6 gm)","All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm)","All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","All Pork Chops, per lb. (453.6 gm)","All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm)","Chicken breast, boneless, per lb. (453.6 gm)","Lettuce, romaine, per lb. (453.6 gm)"
"Apr
1994",0.226,0.575,0.877,0.765,,1.123,2.464,1.406,1.872,1.482,2.213,2.149,2.255,2.482,3.031,2.853,4.693,5.86,6.359,2.689,2.58,3.35,3.182,3.829,3.892,4.319,2.063,3.249,,1.568,2.597,,1.115,2.051,2.159,2.286,,0.899,2.098,1.118,0.96,2.035,0.861,,1.448,,,,1.612,0.599,3.061,3.4,2.636,0.803,0.469,0.549,,0.452,0.911,0.773,,0.91,1.295,,0.413,0.532,0.951,0.33,0.45,0.414,0.464,1.034,0.606,,1.662,,,0.845,,,,0.399,0.373,0.809,1.174,0.862,1.875,,,2.516,,3.012,,,,0.935,30.203,0.088,66.116,0.663,47.64,,1.064,1.175,1.26,,1.128,,,,,,,,,
"May
1994",0.229,0.562,0.862,0.765,,1.144,2.641,1.327,1.857,1.489,2.222,2.161,2.163,2.499,3.036,2.822,4.866,5.962,6.443,2.662,2.535,3.309,3.234,,3.971,4.4,2.016,3.269,,1.608,2.628,,1.119,2.004,2.139,2.278,,0.902,2.095,1.134,0.991,2.047,0.801,,1.434,,,,1.607,0.591,3.114,3.265,2.638,0.806,0.469,0.618,,0.461,0.961,0.736,,0.983,1.723,,0.389,0.535,0.949,0.343,0.507,0.412,0.419,1.102,0.553,,1.6,,,0.871,,,,0.401,0.375,0.82,1.171,0.866,1.896,,,2.535,,2.999,,,,0.919,30.322,0.09,65.145,0.65,47.948,,1.08,1.188,1.274,,1.143,,,,,,,,,
"Jun
1994",0.236,0.555,0.864,0.761,,1.162,2.675,1.474,1.865,1.511,2.181,2.117,2.163,2.39,2.96,2.764,4.937,6.03,6.265,2.718,2.541,3.22,3.09,,3.811,4.29,1.985,3.217,,1.669,2.605,,1.126,2.004,2.058,2.273,,0.918,2.12,1.155,1.014,2.04,0.841,,1.446,,,,1.607,0.596,3.027,3.28,2.624,0.822,0.447,,0.581,0.479,1.057,0.783,0.889,1.047,1.424,,0.39,0.519,1.047,0.366,0.53,0.438,0.424,1.041,0.698,,1.598,,,0.871,,,,0.397,0.37,0.843,1.149,0.865,1.877,,,2.598,,2.968,,,,0.906,30.021,0.095,64.35,0.642,49.385,,1.106,1.216,1.3,,1.169,,,,,,,,,
"Jul
1994",0.236,0.566,0.879,0.759,,1.132,2.704,1.374,1.797,1.456,2.16,2.106,2.146,2.355,2.927,2.672,4.936,5.86,6.342,2.738,2.472,3.162,3.153,,3.786,4.307,2,3.246,,1.691,2.62,,1.133,2.007,2.122,2.297,,0.92,2.088,1.159,1.015,2.054,0.815,,1.441,,,,1.604,0.597,3.063,3.328,2.665,0.848,0.452,,0.591,0.552,1.293,0.858,0.872,1.085,1.412,,0.401,0.564,0.99,0.358,0.524,0.451,0.45,1.048,0.635,,1.64,,,0.844,,,,0.4,0.374,0.865,1.131,0.867,1.898,,,3.341,,2.902,,,,0.898,29.922,0.095,64.107,0.638,49.505,,1.136,1.245,1.327,,1.199,,,,,,,,,
"Aug
1994",0.238,0.546,0.875,0.753,,1.144,2.601,1.418,1.841,1.46,2.123,2.165,2.226,2.466,2.938,2.704,4.837,5.658,6.326,2.702,2.542,3.163,3.072,,3.798,4.228,1.987,3.231,,1.694,2.621,,1.115,1.942,2.168,2.233,,0.905,2.06,1.121,1.023,2.015,0.895,,1.44,,,,1.633,0.611,3.096,3.381,2.646,0.881,0.48,,0.606,0.609,1.45,,0.857,1.108,1.148,,0.389,0.531,0.969,0.336,0.519,0.462,0.44,0.993,0.475,,1.578,,,0.856,,,,0.397,0.368,0.846,1.159,0.852,1.86,,,4.48,,2.992,,,,0.894,30.112,0.096,64.322,0.64,49.622,,1.182,1.289,1.367,,1.243,,,,,,,,,
"Sep
1994",0.237,0.534,0.873,0.776,1.521,1.139,2.611,,1.853,1.463,2.145,2.192,2.129,2.431,3.016,2.741,4.652,5.765,6.282,2.669,2.538,3.295,3.08,,3.694,4.265,1.973,3.175,,1.664,2.585,,,1.959,2.122,2.254,,0.901,2.059,1.163,1.044,2.033,0.855,,1.41,,,,1.648,0.602,3.048,3.39,2.663,0.874,0.453,,0.584,0.647,1.503,,0.915,1.209,1.136,,0.355,0.617,0.958,0.371,0.52,0.456,0.419,0.938,0.481,,1.594,,,0.87,,,,0.403,0.378,0.832,1.156,0.847,1.824,,,4.458,,2.965,,,,0.894,29.993,0.096,64.085,0.639,49.514,,1.177,1.28,1.364,,1.237,,,,,,,,,
"Oct
1994",0.232,0.534,0.869,0.756,1.525,1.138,2.537,1.453,1.857,1.416,2.168,2.167,2.149,2.443,2.934,2.826,4.522,5.771,6.429,2.683,2.554,3.204,3.059,,3.725,4.172,1.965,3.185,,1.682,2.554,,1.114,1.93,2.091,2.311,,0.889,1.981,1.144,1.054,2.006,0.81,,1.426,,,,1.617,0.593,2.997,3.332,2.709,0.745,0.43,,0.573,0.586,1.339,,,1.286,1.34,,0.34,0.652,0.979,0.43,0.484,0.457,0.398,1.136,0.603,,1.574,,,0.853,,,,0.402,0.376,0.822,1.149,0.848,1.822,,,4.45,,2.924,,,,0.89,29.825,0.093,63.673,0.636,48.83,,1.152,1.255,1.345,,1.212,,,,,,,,,
"Nov
1994",0.225,0.541,0.861,0.766,1.501,1.121,2.502,1.355,1.826,1.376,2.146,2.157,2.146,2.401,2.891,2.831,4.563,5.854,6.398,2.723,2.482,3.227,3.097,,3.495,4.265,1.917,3.248,,1.616,2.556,,1.105,1.885,2.102,2.273,,0.904,1.937,1.134,0.972,2.007,0.857,,1.441,,,,1.493,0.609,3.051,3.386,2.683,0.735,0.434,0.578,,0.488,1.131,,,,1.735,,0.339,0.776,1.129,0.434,0.482,0.464,0.404,1.369,0.595,,1.55,,,0.846,,,,0.395,0.371,0.803,1.122,0.847,1.769,,,4.482,,3.02,,,,0.894,29.563,0.091,64.007,0.639,48.783,,1.163,1.267,1.354,,1.222,,,,,,,,,
"Dec
1994",0.225,0.534,0.867,0.748,1.485,1.122,2.541,1.498,1.838,1.38,2.137,2.096,2.147,2.448,2.913,2.8,4.876,5.863,6.395,2.747,2.493,3.244,3.022,,3.614,4.209,1.892,3.028,,1.535,2.473,,1.134,1.847,2.041,2.268,,0.895,1.905,1.123,0.976,2.015,0.873,,1.444,,,,1.543,0.599,3.115,3.322,2.617,0.722,0.458,0.552,,0.473,1.037,,,,2.134,,0.335,0.905,1.428,0.453,0.521,0.477,0.432,1.521,0.691,,1.549,,,0.838,,,,0.392,0.369,0.805,,0.846,1.794,,,4.382,,3.012,,,,0.9,29.906,0.091,64.746,0.647,48.554,,1.143,1.243,1.337,,1.203,,,,,,,,,
"Jan
1995",0.238,0.523,0.852,0.767,1.538,1.13,2.32,,1.847,1.381,2.17,2.102,2.112,2.423,3.009,2.807,4.958,5.797,6.562,,2.504,3.288,3.124,,3.639,4.19,1.93,3.16,,1.527,2.45,,1.099,1.901,2.055,2.265,,0.897,1.925,1.112,0.98,2.007,0.882,,1.41,,,,1.592,0.605,3.116,3.411,2.659,0.765,0.503,0.575,,0.45,0.988,,,,1.747,,0.339,0.821,1.323,0.5,0.744,0.5,0.403,1.564,1.073,,1.583,,,0.847,,,,0.397,0.376,0.831,,0.871,1.808,,,4.398,,3.079,,,,0.913,29.872,0.091,64.421,0.645,48.874,,1.129,1.229,1.324,,1.19,,,,,,,,,
"Feb
1995",0.242,0.518,0.868,0.767,1.508,1.09,2.535,1.501,1.859,1.426,2.168,2.1,2.174,2.454,2.985,2.836,4.991,5.838,6.308,,2.477,3.254,3.079,,3.75,4.19,1.93,3.144,,1.475,2.412,,1.102,1.905,2.05,2.276,,0.893,1.943,1.146,0.991,2.004,0.863,,1.426,,,,1.545,0.601,3.08,3.39,2.55,0.789,0.496,0.585,,0.448,0.962,0.774,1.356,1.926,1.58,,0.337,0.602,1.3,0.446,0.749,0.532,0.455,1.634,0.945,,1.609,,,0.839,,,,0.399,0.379,0.831,,0.88,1.793,,,4.234,,3.014,,,,0.915,29.729,0.091,63.828,0.64,48.523,,1.12,1.22,1.316,,1.181,,,,,,,,,
"Mar
1995",0.242,0.511,0.904,0.775,1.539,1.135,2.444,1.331,1.881,1.392,2.174,2.099,2.246,2.486,2.915,2.95,4.952,5.938,6.449,,2.533,3.253,3.152,,3.802,4.25,1.91,3.134,,1.653,2.502,,1.08,1.901,2.077,2.258,,0.917,2.028,1.153,1.022,1.966,0.875,,1.428,,,,1.6,0.596,3,3.348,2.686,0.793,0.508,0.571,,0.443,0.912,,,1.34,1.336,,0.348,0.607,1.081,0.41,0.705,0.526,0.516,1.562,0.897,,1.629,,,0.854,,,,0.398,0.378,0.83,,0.886,1.817,,,4.108,,2.975,,,,0.906,29.24,0.091,62.676,0.629,48.746,,1.115,1.214,1.306,,1.173,,,,,,,,,
"Apr
1995",0.236,0.515,0.859,0.776,1.52,1.142,2.489,1.497,1.839,1.365,2.159,2.096,2.167,2.415,2.926,2.866,4.937,5.866,6.439,,2.517,3.291,3.066,,3.64,4.214,1.89,3.184,,1.506,2.407,,1.124,1.887,2.068,2.316,,0.911,1.994,1.152,1.007,1.985,0.833,1.006,1.382,,,,1.52,0.614,3.03,3.381,2.629,0.784,0.485,0.606,,0.458,0.966,,,1.001,1.622,,0.359,1.343,1.299,0.453,0.782,0.565,0.528,1.723,0.622,,1.632,,,0.841,,,,0.394,0.374,0.838,,0.886,1.848,,,4.084,,3.048,,,,0.9,29.177,0.09,62.419,0.629,48.131,,1.14,1.238,1.325,,1.197,,,,,,,,,
"May
1995",0.244,0.518,0.856,0.768,,1.155,2.415,,1.866,1.322,2.153,2.065,2.19,2.388,2.964,2.742,5.04,5.931,6.314,,2.517,3.207,3.047,,3.759,4.306,1.918,3.122,,1.515,2.477,,1.102,1.974,2.086,2.322,,0.891,2.005,1.141,1.027,1.97,0.819,1.03,1.434,,,,1.565,0.616,3.108,3.459,2.634,0.813,0.483,0.65,,0.476,0.971,,,1.14,1.972,,0.357,1.346,0.985,0.525,0.877,0.576,0.498,1.18,0.639,,1.632,,,0.863,,,,0.397,0.379,0.845,1.093,0.891,1.831,,,4.067,,2.952,,,,0.901,29.184,0.092,61.445,0.617,48.888,,1.2,1.295,1.383,,1.256,,,,,,,,,
"Jun
1995",0.244,0.518,0.87,0.781,,1.154,2.485,,1.821,1.333,2.072,1.965,2.161,2.401,2.818,2.614,4.918,5.998,6.404,,2.501,3.136,2.958,,3.687,4.37,1.896,3.137,,1.49,2.531,,1.061,1.922,1.964,2.269,,0.908,1.979,1.134,1.053,1.988,0.825,1.026,1.42,,,,1.553,0.602,3.045,3.343,2.649,0.833,0.49,,0.619,0.578,1.079,,1.098,1.18,1.549,,0.396,0.804,1.102,0.463,0.793,0.564,0.469,1.492,0.679,,1.62,,,0.879,,,,0.395,0.376,0.834,,0.886,1.789,,,4.059,,2.987,,,,0.895,28.98,0.098,60.961,0.608,50.448,,1.226,1.319,1.411,,1.281,,,,,,,,,
"Jul
1995",0.248,0.519,0.852,0.789,,1.147,2.453,,1.798,1.365,2.016,2.066,2.071,2.363,2.827,2.613,5.001,6.184,6.456,,2.495,3.209,2.908,,3.775,4.401,1.906,3.212,4.211,1.526,2.537,,1.087,1.862,1.925,2.262,,0.919,1.946,1.13,1.05,1.973,0.879,1.086,1.419,2.477,,2.28,1.621,0.611,3.078,3.418,2.665,0.864,0.522,,0.654,0.629,1.315,,0.892,1.209,1.46,,0.439,0.609,1.252,0.397,0.657,0.541,0.465,1.193,0.638,0.907,1.639,0.761,0.888,0.869,0.673,0.671,0.69,0.397,0.382,0.844,,0.891,1.827,,1.051,4.027,10.691,2.971,0.804,9.334,4.675,0.885,28.98,0.098,60.989,0.608,50.552,,1.195,1.288,1.384,,1.252,,,,,,,,,
"Aug
1995",0.255,0.526,0.847,0.797,,1.161,2.471,,1.818,1.328,2.035,2.04,2.057,2.362,2.792,2.623,4.959,6.127,6.414,,2.491,3.113,2.873,,3.759,4.296,1.968,3.256,4.323,1.621,2.594,,1.128,1.901,2.029,2.358,,0.908,1.947,1.15,1.06,1.98,0.984,1.199,1.425,2.482,,2.291,1.617,0.609,2.985,3.434,2.667,0.901,0.512,,0.631,0.677,1.401,,0.93,1.398,1.3,,0.425,0.658,0.938,0.361,0.568,0.53,0.463,1.091,0.58,0.889,1.642,0.762,0.885,0.876,0.666,0.68,0.687,0.396,0.38,0.83,,0.896,1.793,,1.05,4.051,10.765,3.035,0.82,8.86,4.449,0.879,28.799,0.098,60.518,0.602,50.395,,1.164,1.261,1.352,,1.222,,,,,,,,,
"Sep
1995",0.256,0.523,0.876,0.808,,1.159,2.464,,1.776,1.376,2.056,1.988,2.079,2.41,2.813,2.63,4.927,5.948,6.351,,2.428,3.153,2.973,,3.659,4.158,2.042,3.306,4.362,1.587,2.61,,1.083,1.888,1.991,2.318,,0.939,2.017,1.195,1.086,1.964,0.956,1.161,1.437,2.459,,2.271,1.605,0.628,3.029,3.347,2.683,0.923,0.49,,0.662,0.709,1.402,,1.174,1.355,1.16,,0.399,0.859,0.95,0.401,0.56,0.513,0.423,1.233,0.6,0.937,1.607,0.771,0.879,0.864,0.641,0.677,0.684,0.398,0.381,0.833,,0.892,1.801,,1.077,3.996,10.616,2.97,0.803,9.546,4.468,0.87,28.907,0.097,60.851,0.605,49.735,,1.148,1.246,1.332,,1.206,,,,,,,,,
"Oct
1995",0.254,0.535,0.824,0.809,,1.175,2.479,,1.853,1.371,2.076,2.078,2.106,2.454,2.914,2.766,4.912,6.029,6.262,,2.517,3.149,2.944,,3.626,4.169,2.117,3.287,4.339,1.634,2.645,,1.141,1.96,2.059,2.382,,0.93,2.001,1.176,1.05,1.986,0.981,1.167,1.425,2.473,,2.292,1.67,0.62,3.081,3.402,2.735,0.863,0.471,,0.672,0.654,1.343,,,1.316,1.351,,0.396,0.7,1.041,0.432,0.608,0.522,0.398,1.094,0.568,0.867,1.583,0.77,0.862,0.852,0.637,0.675,0.683,0.404,0.39,0.837,,0.887,1.781,,1.068,3.865,10.569,3.02,0.818,8.807,4.564,0.873,28.573,0.094,59.917,0.602,49.472,,1.127,1.221,1.315,,1.185,,,,,,,,,
"Nov
1995",0.243,0.535,0.842,0.821,,1.169,2.489,1.365,1.846,1.368,2.053,2.097,2.225,2.451,2.852,2.77,5.1,6.066,6.278,,2.508,3.221,2.976,,3.724,4.155,2.155,3.265,4.182,1.542,2.696,,1.175,1.928,2.016,2.365,,0.948,2.067,1.209,0.971,2.018,1.037,1.233,1.455,2.493,,2.269,1.686,0.644,3.084,3.34,2.61,0.853,0.462,0.742,,0.561,1.179,,,,1.668,,0.377,0.652,1.097,0.4,0.545,0.506,0.427,1.367,0.556,0.8,1.55,0.754,0.873,0.886,0.606,0.686,0.673,0.407,0.391,0.823,1.022,0.877,1.776,,1.049,3.814,10.415,2.979,0.807,9.451,4.78,0.879,27.982,0.092,59.723,0.6,49.209,,1.101,1.196,1.292,,1.161,,,,,,,,,
"Dec
1995",0.243,0.553,0.878,0.837,,1.154,2.576,,1.85,1.403,2.038,2.105,2.174,2.498,2.766,2.813,4.805,5.918,6.696,,2.535,3.197,2.937,,3.615,4.011,2.166,3.292,4.16,1.579,2.677,,1.174,1.918,1.995,2.343,,0.939,1.953,1.201,0.987,2.003,1.16,1.317,1.484,2.518,,2.31,1.733,0.629,3.15,3.39,2.675,0.834,0.454,0.643,,0.49,1.117,,,,1.863,,0.38,0.614,1.507,0.409,0.536,0.526,0.414,1.322,0.53,0.759,1.573,0.765,0.866,0.864,0.626,0.675,0.665,0.398,0.389,0.794,1.013,0.874,1.78,,0.996,3.752,10.299,3.026,0.815,8.687,4.471,0.905,29.28,0.091,62.39,0.625,48.571,,1.101,1.198,1.29,,1.16,,,,,,,,,
"Jan
1996",0.262,0.552,0.871,0.86,,1.175,2.582,,1.799,1.35,2.045,2.103,2.248,2.44,2.868,2.781,5.039,5.679,6.606,,2.531,3.225,3.003,,3.641,4.179,2.138,3.347,4.255,1.487,2.63,,1.188,1.968,2.031,2.344,,0.941,1.967,1.218,1.035,1.988,1.155,1.247,1.476,2.546,,2.324,1.74,0.602,3.107,3.383,2.665,0.877,0.463,0.561,,0.463,1.011,,,1.692,2.072,,0.385,0.769,1.103,0.403,0.515,0.514,0.426,1.126,0.799,1.037,1.577,0.757,0.871,0.854,0.656,0.651,0.656,0.405,0.397,0.812,1.004,0.888,1.809,,1.042,3.577,10.313,3.004,0.823,9.408,4.962,1.007,29.57,0.091,63.684,0.632,48.538,,1.129,1.225,1.317,,1.186,,,,,,,,,
"Feb
1996",0.262,0.552,0.854,0.858,1.496,1.177,2.615,1.46,1.796,1.403,2.03,2.113,2.171,2.444,2.829,2.728,5.04,5.561,6.225,,2.53,3.124,3.023,,3.662,4.162,2.203,3.268,4.215,1.807,2.514,,1.175,1.909,2.037,2.324,,0.94,2.028,1.232,1.047,1.977,1.091,1.215,1.479,2.541,,2.314,1.68,0.634,3.227,3.403,2.673,0.877,0.501,0.559,,0.46,0.902,,,1.505,1.557,,0.385,0.587,1.084,0.393,0.523,0.494,0.419,1.294,0.923,0.926,1.625,0.744,0.899,0.896,0.666,0.659,0.661,0.403,0.396,0.805,,0.875,1.806,,1.046,3.59,10.318,2.96,0.831,8.77,4.578,1.001,29.645,0.091,63.975,0.637,48.542,,1.124,1.22,1.311,,1.181,,,,,,,,,
"Mar
1996",0.274,0.556,0.863,0.852,1.484,1.208,2.628,1.476,1.764,1.375,2.042,2.095,2.088,2.431,2.819,2.65,5.05,5.661,5.641,,2.512,3.084,2.982,,3.641,4.235,2.202,3.317,4.154,1.839,2.529,,1.193,1.857,2.04,2.308,,0.933,1.914,1.217,1.069,1.948,1.138,1.275,1.498,2.539,,2.335,1.697,0.652,3.149,3.332,2.752,0.894,0.539,0.565,,0.464,0.896,0.86,,1.236,1.35,,0.392,0.647,1.467,0.358,0.497,0.508,0.419,1.47,1.004,0.999,1.609,0.756,0.899,0.866,,0.658,0.669,0.406,0.399,0.805,,0.867,1.784,,1.035,3.55,10.233,3.035,0.842,9.395,5.031,1.02,28.604,0.092,61.432,0.616,49.137,,1.162,1.258,1.348,,1.219,,,,,,,,,
"Apr
1996",0.266,0.538,0.866,0.865,1.491,1.228,2.754,1.577,1.808,1.354,2.045,2.12,2.116,2.44,2.682,2.697,4.851,5.84,5.762,,2.515,3.119,2.995,,3.676,4.232,2.242,3.338,4.283,1.734,2.483,,1.199,1.906,2.019,2.277,,0.947,1.976,1.212,1.014,1.943,1.086,1.238,1.507,2.537,,2.321,1.651,0.649,3.182,3.436,2.728,0.915,0.505,0.62,,0.468,0.934,0.895,,1.082,1.824,,0.394,0.646,1.867,0.403,0.536,0.517,0.46,1.418,0.768,0.941,1.657,0.752,0.908,0.868,,0.666,0.682,0.404,0.395,0.793,,0.869,1.805,,1.028,3.527,10.147,3.075,0.833,8.829,4.661,1.065,28.858,0.092,62.729,0.623,49.221,,1.251,1.344,1.431,,1.305,,,,,,,,,
"May
1996",0.281,0.548,0.848,0.869,1.469,1.212,2.625,1.515,1.736,1.319,1.973,2.002,2.101,2.39,2.716,2.684,4.733,5.821,5.616,,2.493,3.074,2.988,,3.636,4.193,2.345,3.342,4.102,1.823,2.651,,1.186,1.947,1.949,2.282,,0.949,2.018,1.234,1.043,1.944,1.021,1.13,1.514,2.532,,2.317,1.685,0.642,3.211,3.399,2.825,0.921,0.512,0.716,,0.493,1.013,0.878,,0.957,1.893,,0.392,0.613,1.379,0.413,0.517,0.527,0.417,1.119,0.609,0.874,1.704,0.761,0.919,0.904,,0.671,0.671,0.415,0.405,0.828,,0.87,1.764,,1.03,3.444,10.066,2.989,0.841,9.326,5.096,1.038,30.486,0.092,65.436,0.647,49.232,,1.323,1.411,1.507,,1.378,,,,,,,,,
"Jun
1996",0.297,0.537,0.887,0.886,1.507,1.257,2.557,,1.734,1.324,2.013,2.026,1.976,2.333,2.707,2.594,4.88,5.819,5.696,,2.434,3.079,2.838,,3.601,4.302,2.493,3.533,4.283,1.866,2.615,,1.18,2.016,1.976,2.305,,0.968,2.089,1.205,1.041,1.938,0.945,1.129,1.544,2.599,,2.39,1.906,0.652,3.304,3.374,2.827,0.954,0.498,,0.616,0.592,1.143,0.886,1.142,1.226,1.934,,0.401,0.672,1.127,0.395,0.523,0.525,0.453,1.367,0.603,0.955,1.743,0.771,0.914,0.906,0.692,0.681,0.703,0.418,0.41,0.832,,0.871,1.774,,1.018,3.438,9.972,2.981,0.83,8.837,4.703,0.969,30.614,0.096,65.261,0.647,49.178,,1.299,1.389,1.481,,1.354,,,,,,,,,
"Jul
1996",0.308,0.537,0.882,0.889,1.495,1.27,2.513,1.568,1.803,1.352,2.032,2.027,2.004,2.318,2.683,2.574,4.824,5.956,5.637,,2.473,3.076,2.868,,3.64,4.201,2.542,3.481,4.263,1.953,2.693,,1.224,2.01,2.032,2.299,,0.972,2.024,1.239,1.044,1.98,1.042,1.147,1.56,2.649,,2.435,2.269,0.633,3.228,2.919,2.851,0.976,0.498,,0.604,0.648,1.233,,1.218,1.247,1.532,,0.408,0.627,1.031,0.47,0.534,0.512,0.431,1.345,0.575,0.971,1.774,0.774,0.929,0.899,0.724,0.687,0.716,0.424,0.413,0.817,,0.876,1.783,,1.022,3.38,9.79,3.106,0.838,9.356,5.118,0.935,30.641,0.099,65.354,0.648,50.483,,1.272,1.362,1.453,,1.328,,,,,,,,,
